epoch,loss_D,loss_G,val_L1
163,0.4965020888126813,30.5011027776278,0.4882428858961378
164,0.49218347382086974,30.4790029158959,0.5033237848963056
165,0.494730188869513,30.356127518873947,0.4932876910482134
166,0.48207156589398015,30.293092947739822,0.49206248351505827
167,0.49393186546289003,30.236966903393085,0.48772531747817993
168,0.48823703137727886,30.331625094780556,0.4773451600755964
169,0.47601281851530075,30.267534989577072,0.49706613591739107
170,0.4819794377455345,30.379638855273907,0.4936403248991285
171,0.4953144376094525,30.28236337808462,0.5004697484629494
172,0.47750616589417827,30.218425090496357,0.4813489701066698
173,0.46644890480316603,30.216226761157696,0.5020989307335445
174,0.48355296426094496,30.16874779187716,0.49739494919776917
175,0.48451064928219867,30.199887018937332,0.49223439608301434
176,0.49050857298649275,30.098467716803917,0.5085123947688511
177,0.479046537899054,30.111715756929836,0.4924133973462241
178,0.477624899492814,29.99687407566951,0.4929193045411791
179,0.4743991826589291,30.13100396669828,0.4953693747520447
180,0.4761667096844086,30.26087346443763,0.49051570892333984
181,0.4836123946767587,30.156697053175705,0.48264219079698834
182,0.47508942966277784,30.049885199620174,0.48238127146448406
183,0.4706708387686656,30.11180074398334,0.48666966387203764
184,0.46635280262965423,30.04109239578247,0.4800452930586679
185,0.4749685669174561,30.188583924220158,0.49381397877420696
186,0.4712361859587523,30.047787703000584,0.4829748741218022
187,0.47717828017014724,29.978350492624138,0.4961026523794447
188,0.4534606102567453,29.985959383157585,0.490358693259103
189,0.4595146460028795,30.00829737003033,0.5114243967192513
190,0.4832464594107408,29.849797578958366,0.4898463785648346
191,0.4595541294950705,30.02800152851985,0.4922860264778137
192,0.4729749732292615,29.888151719019962,0.4914995176451547
193,0.46248411673765916,29.956529690669132,0.49049271856035503
194,0.47504273973978484,29.89519823514498,0.4943264637674604
195,0.4679751659815128,29.916222132169285,0.49080837198666166
196,0.46182864675155055,29.812814455765945,0.486494494335992
197,0.4723205199608436,29.712216413938084,0.49261967624936787
198,0.45073916075321346,29.897991290459267,0.49355719344956533
199,0.46517202945855946,29.95872512230506,0.489386933190482
200,0.4732487310583775,29.88428104840792,0.4879353514739445
